taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
7298439	Lundia densiflora DC.	7298439	Lundia densiflora DC.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Lundia	3233547	Lundia densiflora	7298439	NE
7299866	Cestrum strigillatum Ruiz & Pav.	7299866	Cestrum strigillatum Ruiz & Pav.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Cestrum	2928784	Cestrum strigillatum	7299866	LC
7702302	Heliconia spathocircinata Aristeg.	7702302	Heliconia spathocircinata Aristeg.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Heliconiaceae	4677	Heliconia	2760545	Heliconia spathocircinata	7702302	NE
2709016	Fimbristylis vahlii (Lam.) Link	2709016	Fimbristylis vahlii (Lam.) Link	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Fimbristylis	2708034	Fimbristylis vahlii	2709016	NE
2761346	Maranta gibba Sm.	2761346	Maranta gibba Sm.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Marantaceae	8784	Maranta	2757347	Maranta gibba	2761346	NE
2968609	Dalbergia hygrophila (Mart. ex Benth.) Hoehne	2968609	Dalbergia hygrophila (Mart. ex Benth.) Hoehne	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Dalbergia	2968358	Dalbergia hygrophila	2968609	NT
3090608	Diplostephium rosmarinifolium (Benth.) Wedd.	3090609	Linochilus rosmarinifolius Benth.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Linochilus	3087642	Linochilus rosmarinifolius	3090609	NE
3156936	Bocageopsis multiflora (Mart.) R.E.Fr.	3156936	Bocageopsis multiflora (Mart.) R.E.Fr.	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Bocageopsis	3156935	Bocageopsis multiflora	3156936	LC
3750506	Hedyosmum crenatum Occhioni	3750506	Hedyosmum crenatum Occhioni	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Chloranthales	7226589	Chloranthaceae	6679	Hedyosmum	3086513	Hedyosmum crenatum	3750506	NE
3864395	Leandra glandulifera (Triana) Cogn.	10707835	Miconia glanduliflora R.Goldenb. & Michelang.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia glanduliflora	10707835	NE
3982696	Stigmaphyllon sinuatum (DC.) A.Juss.	3982696	Stigmaphyllon sinuatum (DC.) A.Juss.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Stigmaphyllon	3191310	Stigmaphyllon sinuatum	3982696	NE
4072673	Macarenia clavigera van Royen	10412237	Rhyncholacis clavigera (P.Royen) B.R.Ruhfel & C.T.Philbrick	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Podostemaceae	2418	Rhyncholacis	7295980	Rhyncholacis clavigera	10412237	NE
4093967	Pleonotoma exserta A.H.Gentry	4093967	Pleonotoma exserta A.H.Gentry	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Pleonotoma	7298646	Pleonotoma exserta	4093967	NE
4147347	Axonopus casiquiarensis Davidse	4147347	Axonopus casiquiarensis Davidse	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Axonopus	2705922	Axonopus casiquiarensis	4147347	NE
5292923	Lagenocarpus amazonicus (C.B.Clarke) H.Pfeiff.	5292923	Lagenocarpus amazonicus (C.B.Clarke) H.Pfeiff.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Lagenocarpus	2731377	Lagenocarpus amazonicus	5292923	NE
5292933	Lagenocarpus glomerulatus Gilly	5292933	Lagenocarpus glomerulatus Gilly	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Lagenocarpus	2731377	Lagenocarpus glomerulatus	5292933	NE
2705620	Paspalum virgatum L.	2705620	Paspalum virgatum L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum virgatum	2705620	NE
2754176	Bomarea linifolia (Kunth) Baker	2754176	Bomarea linifolia (Kunth) Baker	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Alstroemeriaceae	7695	Bomarea	2753928	Bomarea linifolia	2754176	NE
2880642	Quercus humboldtii Bonpl.	2880642	Quercus humboldtii Bonpl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus humboldtii	2880642	LC
3188559	Miconia affinis DC.	3188559	Miconia affinis DC.	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia affinis	3188559	LC
3858278	Miconia brevipes Benth.	3858278	Miconia brevipes Benth.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia brevipes	3858278	LC
3860183	Comolia prostrata Wurdack	3860183	Comolia prostrata Wurdack	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Comolia	3860011	Comolia prostrata	3860183	NE
5395928	Elephantopus mollis Kunth	5395928	Elephantopus mollis Kunth	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Elephantopus	3119618	Elephantopus mollis	5395928	NE
5570900	Ficus mutisii Dugand	5570900	Ficus mutisii Dugand	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus mutisii	5570900	LC
2650558	Schizaea elegans (Vahl) Sw.	2650558	Schizaea elegans (Vahl) Sw.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Schizaeales	7229401	Schizaeaceae	2366	Schizaea	2650554	Schizaea elegans	2650558	NE
2721586	Rhynchospora subplumosa C.B.Clarke	2721586	Rhynchospora subplumosa C.B.Clarke	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora subplumosa	2721586	NE
2734596	Chamaedorea linearis (Ruiz & Pav.) Mart.	2734596	Chamaedorea linearis (Ruiz & Pav.) Mart.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Chamaedorea	2734376	Chamaedorea linearis	2734596	NE
2929904	Solanum appressum K.E.Roe	2929904	Solanum appressum K.E.Roe	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum appressum	2929904	NE
2984823	Couepia guianensis Aubl.	2984823	Couepia guianensis Aubl.	21	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Chrysobalanaceae	9111	Couepia	2984768	Couepia guianensis	2984823	LC
3188724	Lagerstroemia speciosa (L.) Pers.	3188724	Lagerstroemia speciosa (L.) Pers.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Lagerstroemia	3188723	Lagerstroemia speciosa	3188724	NE
3614389	Tabernaemontana sananho Ruiz & Pav.	3614389	Tabernaemontana sananho Ruiz & Pav.	31	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Tabernaemontana	3169624	Tabernaemontana sananho	3614389	LC
3860848	Clidemia uribei Wurdack	10745932	Miconia lorenzouribei Michelang.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia lorenzouribei	10745932	NE
3932268	Tachigali odoratissima (Spruce ex Benth.) Zarucchi & Herend.	3932268	Tachigali odoratissima (Spruce ex Benth.) Zarucchi & Herend.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Tachigali	2945125	Tachigali odoratissima	3932268	NE
3993075	Protium subserratum (Engl.) Engl.	3993075	Protium subserratum (Engl.) Engl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Burseraceae	6659	Protium	7286732	Protium subserratum	3993075	LC
5357586	Inga ingoides (Rich.) Willd.	5357586	Inga ingoides (Rich.) Willd.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Inga	2965936	Inga ingoides	5357586	LC
5400407	Ageratina gracilis (Kunth) R.King & H.Rob.	5400407	Ageratina gracilis (Kunth) R.King & H.Rob.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Ageratina	5400194	Ageratina gracilis	5400407	LC
5938623	Henriettea fissanthera (Gleason) Penneys, Michelang., Judd & Almeda	5938623	Henriettea fissanthera (Gleason) Penneys, Michelang., Judd & Almeda	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Henriettea	3188527	Henriettea fissanthera	5938623	LC
6315243	Oncidium amazonicum (Schltr.) M.W.Chase & N.H.Williams	6315243	Oncidium amazonicum (Schltr.) M.W.Chase & N.H.Williams	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Oncidium	2834394	Oncidium amazonicum	6315243	NE
7330819	Clethra fagifolia Kunth	7330819	Clethra fagifolia Kunth	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Clethraceae	6707	Clethra	2888321	Clethra fagifolia	7330819	NE
2765913	Schiekia orinocensis (Kunth) Meisn.	2765913	Schiekia orinocensis (Kunth) Meisn.	53	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Commelinales	553	Haemodoraceae	7691	Schiekia	2765912	Schiekia orinocensis	2765913	NE
2874581	Momordica charantia L.	2874581	Momordica charantia L.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Momordica	2874578	Momordica charantia	2874581	NE
2910612	Rudgea sclerocalyx (Müll.Arg.) Zappi	2910612	Rudgea sclerocalyx (Müll.Arg.) Zappi	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Rudgea	2910457	Rudgea sclerocalyx	2910612	NE
2952993	Bauhinia ungulata L.	2952993	Bauhinia ungulata L.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Bauhinia	2952935	Bauhinia ungulata	2952993	LC
3083508	Anredera cordifolia (Ten.) Steenis	3083508	Anredera cordifolia (Ten.) Steenis	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Basellaceae	3063	Anredera	3083506	Anredera cordifolia	3083508	NE
3103209	Gamochaeta purpurea (L.) Cabrera	3103209	Gamochaeta purpurea (L.) Cabrera	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Gamochaeta	3139636	Gamochaeta purpurea	3103209	NE
3698414	Buchenavia reticulata Eichler	9277842	Terminalia pulcherrima (Exell & Stace) Gere & Boatwr.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Combretaceae	2431	Terminalia	3189387	Terminalia pulcherrima	9277842	NE
3986500	Quiina longifolia Spruce ex Planch. & Triana	3986500	Quiina longifolia Spruce ex Planch. & Triana	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Quiinaceae	3986433	Quiina	7285768	Quiina longifolia	3986500	LC
5275167	Tectaria incisa Cav.	5275167	Tectaria incisa Cav.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Tectariaceae	3229460	Tectaria	2651193	Tectaria incisa	5275167	NE
5615522	Danaea cartilaginea Christenh. & Tuomisto	5615522	Danaea cartilaginea Christenh. & Tuomisto	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Marattiales	394	Marattiaceae	6628	Danaea	2650112	Danaea cartilaginea	5615522	NE
7263447	Trichanthera gigantea Humb. & Bonpl. ex Steud.	7263447	Trichanthera gigantea Humb. & Bonpl. ex Steud.	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Trichanthera	3233813	Trichanthera gigantea	7263447	NE
7293581	Polygala spectabilis DC.	8266028	Caamembeca spectabilis (DC.) J.F.B.Pastore	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Polygalaceae	2417	Caamembeca	7469544	Caamembeca spectabilis	8266028	NE
7304702	Nectandra pichurim (Kunth) Mez	7304702	Nectandra pichurim (Kunth) Mez	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Nectandra	3034018	Nectandra pichurim	7304702	LC
8255233	Heisteria barbata Cuatrec.	8255233	Heisteria barbata Cuatrec.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Erythropalaceae	4924615	Heisteria	3232590	Heisteria barbata	8255233	LC
2734176	Geonoma maxima (Poit.) Kunth	2734176	Geonoma maxima (Poit.) Kunth	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Geonoma	2734029	Geonoma maxima	2734176	NE
2763146	Phenakospermum guyannense (A.Rich.) Endl. ex Miq.	2763146	Phenakospermum guyannense (A.Rich.) Endl. ex Miq.	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Strelitziaceae	8799	Phenakospermum	2763145	Phenakospermum guyannense	2763146	LC
2904221	Rosenbergiodendron formosum (Jacq.) Fagerl.	2904221	Rosenbergiodendron formosum (Jacq.) Fagerl.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Rosenbergiodendron	8244725	Rosenbergiodendron formosum	2904221	LC
2970533	Acosmium nitens (Vogel) Yakovlev	5358428	Leptolobium nitens Vogel	15	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Leptolobium	5348610	Leptolobium nitens	5358428	NE
3152591	Hibiscus bifurcatus Cav.	3152591	Hibiscus bifurcatus Cav.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Hibiscus	3152542	Hibiscus bifurcatus	3152591	NE
3860422	Henriettea verrucosa (Triana) J.F.Macbr.	3860422	Henriettea verrucosa (Triana) J.F.Macbr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Henriettea	3188527	Henriettea verrucosa	3860422	LC
3903224	Hyptis luticola Epling	3903224	Hyptis luticola Epling	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Hyptis	2926807	Hyptis luticola	3903224	NE
3983889	Bunchosia decussiflora W.R.Anderson	3983889	Bunchosia decussiflora W.R.Anderson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Bunchosia	7404976	Bunchosia decussiflora	3983889	NE
4099683	Pouzolzia obliqua (Wedd.) Wedd.	4099683	Pouzolzia obliqua (Wedd.) Wedd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Urticaceae	6639	Pouzolzia	2984382	Pouzolzia obliqua	4099683	LC
4108696	Paspalum lanciflorum Trin.	4108696	Paspalum lanciflorum Trin.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum lanciflorum	4108696	NE
5335670	Alibertia edulis (Rich.) A.Rich. ex DC.	5335670	Alibertia edulis (Rich.) A.Rich. ex DC.	17	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Alibertia	2896652	Alibertia edulis	5335670	LC
5355297	Zornia reticulata Sm.	5355297	Zornia reticulata Sm.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Zornia	2959985	Zornia reticulata	5355297	NE
5383764	Gustavia macarenensis Philipson	5383764	Gustavia macarenensis Philipson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Lecythidaceae	3990	Gustavia	3082580	Gustavia macarenensis	5383764	LC
5555692	Chrysochlamys ulei Engl.	5555692	Chrysochlamys ulei Engl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Clusiaceae	6646	Chrysochlamys	3231115	Chrysochlamys ulei	5555692	NE
7315694	Ilex laureola Triana & Planch.	7315694	Ilex laureola Triana & Planch.	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex laureola	7315694	NE
7767242	Lacistema aggregatum Fawc. & Rendle	7767242	Lacistema aggregatum Fawc. & Rendle	34	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Lacistemataceae	7524	Lacistema	3075381	Lacistema aggregatum	7767242	NE
2698814	Catopsis nutans (Sw.) Griseb.	2698814	Catopsis nutans (Sw.) Griseb.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Bromeliaceae	3740	Catopsis	2698780	Catopsis nutans	2698814	NE
2721385	Rhynchospora pilosa Boeckeler	2721385	Rhynchospora pilosa Boeckeler	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora pilosa	2721385	NE
2733113	Bactris macroacantha Mart.	2733113	Bactris macroacantha Mart.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Bactris	2732906	Bactris macroacantha	2733113	NE
2846478	Trichocentrum cebolleta (Jacq.) M.W.Chase & N.H.Williams	2846478	Trichocentrum cebolleta (Jacq.) M.W.Chase & N.H.Williams	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Trichocentrum	2846368	Trichocentrum cebolleta	2846478	NE
2897725	Platycarpum negrense Ducke	2897725	Platycarpum negrense Ducke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Platycarpum	2897718	Platycarpum negrense	2897725	NE
2929958	Solanum aphyodendron S.Knapp	2929958	Solanum aphyodendron S.Knapp	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum aphyodendron	2929958	LC
3054965	Caperonia castaneifolia (L.) A.St.-Hil.	3054965	Caperonia castaneifolia (L.) A.St.-Hil.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Caperonia	8152018	Caperonia castaneifolia	3054965	NE
3618040	Lacmellea edulis H.Karst.	3618040	Lacmellea edulis H.Karst.	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Lacmellea	7316922	Lacmellea edulis	3618040	LC
3771627	Barleria oenotheroides Dum.Cours.	3771627	Barleria oenotheroides Dum.Cours.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Barleria	3173125	Barleria oenotheroides	3771627	NE
3787941	Paullinia pterocarpa Triana & Planch.	3787941	Paullinia pterocarpa Triana & Planch.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Paullinia	3189948	Paullinia pterocarpa	3787941	LC
3880036	Banara arguta Briq.	3880036	Banara arguta Briq.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Banara	2874154	Banara arguta	3880036	LC
3889087	Clerodendrum thomsoniae Balf.f.	3889087	Clerodendrum thomsoniae Balf.f.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Clerodendrum	2925347	Clerodendrum thomsoniae	3889087	NE
4093458	Bignonia prieurei DC.	4093458	Bignonia prieurei DC.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Bignonia	3172515	Bignonia prieurei	4093458	NE
7285474	Tetrapterys mucronata Cav.	7285474	Tetrapterys mucronata Cav.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Tetrapterys	3191303	Tetrapterys mucronata	7285474	NE
7339052	Hedyosmum goudotianum Solms	7339052	Hedyosmum goudotianum Solms	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Chloranthales	7226589	Chloranthaceae	6679	Hedyosmum	3086513	Hedyosmum goudotianum	7339052	LC
7735074	Paullinia ingifolia Rich. ex Juss.	7735074	Paullinia ingifolia Rich. ex Juss.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Paullinia	3189948	Paullinia ingifolia	7735074	NE
7933781	Heisteria duckei Sleumer	7933781	Heisteria duckei Sleumer	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Erythropalaceae	4924615	Heisteria	3232590	Heisteria duckei	7933781	NE
2688773	Omphalanthus filiformis (Sw.) Nees	8802697	Cheilolejeunea filiformis (Sw.) W.Ye, R.L.Zhu & Gradst.	1	SPECIES	SYNONYM	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Cheilolejeunea	9189034	Cheilolejeunea filiformis	8802697	NE
2705828	Urochloa plantaginea (Link) R.D.Webster	2705829	Brachiaria plantaginea (Link) Hitchc.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Brachiaria	2704067	Brachiaria plantaginea	2705829	NE
2846273	Bulbophyllum setigerum Lindl.	2846273	Bulbophyllum setigerum Lindl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Bulbophyllum	9574503	Bulbophyllum setigerum	2846273	NE
2850033	Epistephium parviflorum Lindl.	2850033	Epistephium parviflorum Lindl.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Epistephium	2850032	Epistephium parviflorum	2850033	NE
2864571	Hydrocleys parviflora Seub.	2864571	Hydrocleys parviflora Seub.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Alismataceae	3720	Hydrocleys	2864570	Hydrocleys parviflora	2864571	NE
3617254	Forsteronia spicata (Jacq.) G.Mey.	3617254	Forsteronia spicata (Jacq.) G.Mey.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Forsteronia	8171331	Forsteronia spicata	3617254	NE
3993357	Protium puncticulatum J.F.Macbr.	3993357	Protium puncticulatum J.F.Macbr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Burseraceae	6659	Protium	7286732	Protium puncticulatum	3993357	NE
4105813	Paspalum pectinatum Nees	4105813	Paspalum pectinatum Nees	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum pectinatum	4105813	NE
4108576	Ichnanthus calvescens (Nees ex Trin.) Döll	4108576	Ichnanthus calvescens (Nees ex Trin.) Döll	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Ichnanthus	2704498	Ichnanthus calvescens	4108576	NE
5371879	Apium graveolens L.	5371879	Apium graveolens L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Apium	3034812	Apium graveolens	5371879	LC
8183182	Adiantum fructuosum Kunze	8183182	Adiantum fructuosum Kunze	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Pteridaceae	2367	Adiantum	2650796	Adiantum fructuosum	8183182	NE
9096998	Doliocarpus pruskii Aymard	9096998	Doliocarpus pruskii Aymard	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Dilleniales	947	Dilleniaceae	2511	Doliocarpus	3083497	Doliocarpus pruskii	9096998	NE
2601001	Leptogium phyllocarpum (Pers.) Nyl.	2601001	Leptogium phyllocarpum (Pers.) Nyl.	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Peltigerales	1055	Collemataceae	8377	Leptogium	2600911	Leptogium phyllocarpum	2601001	NE
